"transaction_id";"customer_id";"transaction_amount_usd";"velocity_1h";"velocity_24h";"geo_distance_km";"device_risk_score";"merchant_risk_score";"synthetic_identity_score";"high_amount_flag";"velocity_flag";"geo_risk_flag";"fraud_label"
"T9025819";"C103504";184.71;0;3;2.3;0.675;0.136;0.149;0;0;0;0
"T9025529";"C103505";83.53;1;7;32.4;0.28;0.308;0.15;0;0;0;0
"T9027891";"C103509";760.83;1;5;8.9;0.253;0.072;0.179;0;0;0;0
"T9027978";"C103513";59.05;0;2;3893.8;0.033;0.377;0.188;0;0;1;1
"T9064523";"C103515";74.63;0;2;78.6;0.203;0.177;0.037;0;0;0;0
"T9061311";"C103516";198.33;1;6;66.3;0.417;0.174;0.008;0;0;0;0
"T9032709";"C103518";33.97;1;3;22.5;0.327;0.425;0.196;0;0;0;0
"T9050670";"C100001";36.12;1;3;1488.6;0.197;0.162;0.279;0;0;1;0
"T9015811";"C100002";156.38;3;6;136.2;0.393;0.449;0.269;0;0;0;0
"T9014668";"C100003";97.55;3;5;30.5;0.125;0.315;0.0;0;0;0;0
"T9057899";"C100004";160.49;1;3;3.1;0.138;0.079;0.0;0;0;0;0
"T9033198";"C100005";11.27;1;2;53.7;0.215;0.442;0.0;0;0;0;0
"T9053944";"C100009";298.57;0;2;22.2;0.204;0.319;0.0;0;0;0;0
"T9053021";"C100010";192.21;4;5;13.7;0.145;0.092;0.082;0;0;0;0
"T9008668";"C100016";140.39;1;4;19.3;0.171;0.021;0.0;0;0;0;0
"T9038625";"C100021";22.87;0;1;374.2;0.286;0.191;0.02;0;0;0;0
"T9042253";"C100028";27.38;0;2;971.5;0.226;0.083;0.038;0;0;1;0
"T9012701";"C100034";34.8;1;3;62.0;0.435;0.487;0.0;0;0;0;0
"T9040381";"C100036";29.05;2;3;693.6;0.592;0.427;0.266;0;0;1;0
"T9001097";"C100038";68.65;1;7;39.8;0.323;0.561;0.138;0;0;0;0
"T9015983";"C100040";12.51;1;7;2728.9;0.317;0.261;0.297;0;0;1;0
"T9018590";"C100046";28.13;2;5;9.0;0.231;0.122;0.211;0;0;0;0
"T9001570";"C100053";114.81;2;4;5.8;0.277;0.377;0.085;0;0;0;0
"T9026138";"C100054";61.55;1;3;6.1;0.157;0.163;0.379;0;0;0;0
"T9009986";"C100055";227.53;0;0;14.8;0.475;0.583;0.0;0;0;0;0
"T9011200";"C100060";16.76;2;6;8.5;0.384;0.135;0.039;0;0;0;0
"T9015363";"C100064";37.18;2;5;6.8;0.47;0.111;0.0;0;0;0;0
"T9042702";"C100066";13.79;2;5;6.4;0.352;0.12;0.0;0;0;0;0
"T9028269";"C100074";48.23;3;7;4.9;0.385;0.232;0.183;0;0;0;0
"T9016861";"C100077";71.62;0;2;16.9;0.079;0.077;0.0;0;0;0;0
"T9054049";"C100089";100.99;0;2;22.3;0.206;0.193;0.079;0;0;0;0
"T9032529";"C100094";68.5;2;5;20.2;0.106;0.117;0.118;0;0;0;0
"T9045293";"C100098";38.82;0;2;1.9;0.143;0.45;0.0;0;0;0;0
"T9053142";"C100105";318.81;1;2;5.8;0.373;0.213;0.451;0;0;0;0
"T9052694";"C100114";6.48;0;2;20.4;0.08;0.181;0.0;0;0;0;0
"T9062867";"C100116";145.9;3;3;29.1;0.271;0.378;0.0;0;0;0;0
"T9061972";"C100117";11.4;1;2;20.9;0.309;0.292;0.0;0;0;0;0
"T9051497";"C100119";51.57;1;3;1.6;0.341;0.513;0.0;0;0;0;0
"T9019815";"C100125";32.7;0;1;13.4;0.608;0.366;0.0;0;0;0;0
"T9047092";"C100126";20.31;2;3;4284.4;0.085;0.244;0.296;0;0;1;0
"T9040467";"C100127";120.32;1;5;1.3;0.545;0.332;0.0;0;0;0;0
"T9048666";"C100130";72.27;0;2;43.1;0.127;0.165;0.0;0;0;0;0
"T9050693";"C100133";67.62;1;4;51.5;0.183;0.625;0.0;0;0;0;0
"T9029130";"C100137";26.96;0;2;290.8;0.325;0.508;0.0;0;0;0;0
"T9029861";"C100143";147.02;1;4;3.0;0.096;0.474;0.0;0;0;0;0
"T9005199";"C100145";22.63;0;5;2.6;0.226;0.355;0.152;0;0;0;0
"T9022227";"C100146";168.77;0;4;7.6;0.083;0.183;0.0;0;0;0;0
"T9034439";"C100148";1311.78;2;4;44.8;0.658;0.451;0.081;0;0;0;0
"T9017892";"C100153";174.3;2;4;12.4;0.433;0.143;0.37;0;0;0;0
"T9044056";"C100154";39.11;0;4;12.9;0.351;0.313;0.0;0;0;0;0
"T9059149";"C100158";8.55;1;5;11.2;0.333;0.1;0.262;0;0;0;0
"T9000251";"C100160";10.38;1;2;8.8;0.622;0.337;0.0;0;0;0;0
"T9040813";"C100161";30.41;0;2;36.3;0.369;0.088;0.0;0;0;0;0
"T9058553";"C100164";53.83;2;2;123.0;0.289;0.461;0.104;0;0;0;0
"T9017037";"C100165";16.28;2;5;11.1;0.229;0.16;0.27;0;0;0;0
"T9003335";"C100171";127.79;1;1;649.6;0.098;0.072;0.152;0;0;1;0
"T9020367";"C100186";455.69;0;1;2270.3;0.339;0.155;0.249;0;0;1;0
"T9011077";"C100189";45.5;1;3;62.5;0.253;0.06;0.0;0;0;0;0
"T9062973";"C100190";26.84;1;5;38.0;0.343;0.469;0.0;0;0;0;0
"T9025697";"C100197";375.78;0;2;19.3;0.179;0.612;0.0;0;0;0;0
"T9051004";"C100200";8.08;3;9;3.9;0.093;0.292;0.0;0;0;0;0
"T9056684";"C100201";47.3;0;2;9.0;0.249;0.247;0.1;0;0;0;0
"T9033242";"C100202";37.47;0;3;20.5;0.269;0.316;0.0;0;0;0;0
"T9045582";"C100206";94.36;0;3;0.8;0.516;0.213;0.0;0;0;0;0
"T9040374";"C100207";49.9;1;2;21.5;0.381;0.187;0.326;0;0;0;0
"T9058375";"C100213";41.63;2;2;26.8;0.463;0.377;0.351;0;0;0;0
"T9027635";"C100215";12.98;1;5;1.6;0.215;0.177;0.042;0;0;0;1
"T9052778";"C100223";9.86;3;5;38.0;0.086;0.315;0.0;0;0;0;0
"T9007027";"C100224";43.85;1;5;12.2;0.309;0.079;0.0;0;0;0;0
"T9018550";"C100225";29.86;2;2;19.5;0.391;0.442;0.0;0;0;0;0
"T9010610";"C100232";136.56;1;2;11.4;0.204;0.071;0.0;0;0;0;0
"T9054466";"C100235";129.88;0;2;5.1;0.296;0.109;0.0;0;0;0;0
"T9034240";"C100236";25.81;0;6;56.6;0.509;0.021;0.27;0;0;0;1
"T9030910";"C100241";67.67;0;1;74.4;0.343;0.191;0.0;0;0;0;0
"T9025562";"C100242";18.63;1;9;8.3;0.485;0.136;0.0;0;0;0;0
"T9013047";"C100244";14.81;2;6;27.5;0.46;0.19;0.171;0;0;0;0
"T9055245";"C100249";156.36;1;4;15.9;0.243;0.058;0.0;0;0;0;0
"T9064246";"C100250";39.91;2;4;11.0;0.49;0.069;0.224;0;0;0;0
"T9001784";"C100253";15.41;1;5;3.8;0.138;0.012;0.0;0;0;0;0
"T9058099";"C100255";98.99;2;7;30.8;0.407;0.188;0.0;0;0;0;0
"T9035033";"C100260";33.63;1;2;1.6;0.127;0.261;0.0;0;0;0;0
"T9054811";"C100262";40.66;1;3;612.1;0.076;0.23;0.0;0;0;1;0
"T9055162";"C100271";7.73;0;6;18.2;0.17;0.148;0.398;0;0;0;0
"T9000114";"C100273";69.82;0;2;3.9;0.515;0.377;0.072;0;0;0;0
"T9016598";"C100277";82.22;1;2;26.3;0.445;0.175;0.163;0;0;0;0
"T9029177";"C100280";73.18;3;4;16.4;0.37;0.135;0.0;0;0;0;0
"T9033608";"C100284";48.19;1;4;14.8;0.447;0.111;0.175;0;0;0;0
"T9002515";"C100285";12.65;2;6;13.2;0.443;0.249;0.398;0;0;0;0
"T9059092";"C100294";30.29;3;4;34.1;0.021;0.232;0.014;0;0;0;0
"T9005333";"C100301";136.11;0;2;12.2;0.454;0.247;0.0;0;0;0;0
"T9019085";"C100302";976.9;0;1;55.2;0.353;0.37;0.0;0;0;0;0
"T9050825";"C100306";14.29;3;5;1.1;0.463;0.259;0.111;0;0;0;0
"T9061366";"C100310";71.3;2;6;45.8;0.216;0.073;0.088;0;0;0;0
"T9051092";"C100311";54.39;1;4;2.4;0.285;0.097;0.07;0;0;0;0
"T9029103";"C100316";76.2;0;2;26.0;0.071;0.632;0.113;0;0;0;0
"T9033883";"C100317";232.15;0;1;14.6;0.281;0.063;0.254;0;0;0;0
"T9017051";"C100320";30.81;0;3;4.6;0.345;0.067;0.0;0;0;0;0
"T9037495";"C100327";2.38;0;1;47.1;0.038;0.354;0.432;0;0;0;0
"T9060536";"C100329";69.72;4;5;1714.0;0.351;0.053;0.401;0;0;1;0
"T9062473";"C100335";29.45;1;4;64.7;0.288;0.427;0.0;0;0;0;0
"T9034164";"C100337";138.42;0;1;3358.3;0.289;0.292;0.0;0;0;1;1
"T9058174";"C100338";31.04;3;4;2.3;0.335;0.114;0.595;0;0;0;0
"T9053446";"C100341";36.26;1;1;13.4;0.192;0.08;0.297;0;0;0;0
"T9056196";"C100345";16.89;4;5;3850.9;0.172;0.366;0.415;0;0;1;0
"T9016883";"C100352";16.86;0;5;3267.3;0.092;0.241;0.102;0;0;1;0
"T9013623";"C100357";46.17;1;2;4.0;0.153;0.508;0.0;0;0;0;0
"T9021286";"C100362";44.74;2;3;1855.7;0.394;0.159;0.036;0;0;1;0
"T9054280";"C100364";71.59;1;3;6.9;0.15;0.286;0.0;0;0;0;0
"T9024270";"C100374";47.63;1;5;16.8;0.325;0.313;0.079;0;0;0;0
"T9056790";"C100375";41.13;0;4;9.7;0.181;0.094;0.0;0;0;0;0
"T9027919";"C100379";61.79;0;3;24.5;0.661;0.25;0.0;0;0;0;0
"T9021995";"C100384";44.9;2;3;16.3;0.489;0.461;0.0;0;0;0;0
"T9014095";"C100385";293.28;0;4;7.6;0.113;0.16;0.226;0;0;0;0
"T9036800";"C100388";37.31;2;2;10.4;0.118;0.269;0.0;0;0;0;0
"T9042516";"C100390";17.76;2;3;1203.6;0.305;0.309;0.02;0;0;1;0
"T9062883";"C100391";13.99;2;4;59.7;0.375;0.072;0.0;0;0;0;0
"T9026151";"C100394";161.0;0;2;11.1;0.369;0.053;0.209;0;0;0;0
"T9063554";"C100395";33.3;4;5;3.3;0.548;0.131;0.0;0;0;0;0
"T9018524";"C100400";21.8;1;2;19.3;0.17;0.058;0.093;0;0;0;0
"T9013793";"C100403";10.24;0;3;3.9;0.213;0.39;0.204;0;0;0;0
"T9012435";"C100404";106.73;2;6;917.0;0.648;0.413;0.0;0;0;1;1
"T9018629";"C100409";49.31;1;5;946.0;0.253;0.06;0.272;0;0;1;0
"T9049518";"C100412";150.15;1;7;4.0;0.495;0.604;0.0;0;0;0;0
"T9027845";"C100417";63.85;0;1;31.5;0.184;0.612;0.0;0;0;0;0
"T9013094";"C100419";25.45;1;2;36.8;0.163;0.353;0.23;0;0;0;0
"T9040814";"C100427";39.03;1;5;8.0;0.4;0.187;0.011;0;0;0;0
"T9051526";"C100431";585.68;3;5;3163.7;0.483;0.281;0.389;0;0;1;0
"T9025202";"C100441";140.3;1;4;31.9;0.124;0.162;0.364;0;0;0;0
"T9028951";"C100454";56.96;3;6;14.8;0.19;0.302;0.229;0;0;0;0
"T9044318";"C100455";64.22;1;3;14.0;0.292;0.109;0.0;0;0;0;0
"T9044937";"C100458";49.53;1;5;4.5;0.574;0.637;0.079;0;0;0;0
"T9057809";"C100466";26.15;1;3;648.4;0.08;0.137;0.0;0;0;1;0
"T9029260";"C100467";45.03;0;2;5.8;0.204;0.388;0.0;0;0;0;0
"T9015013";"C100470";56.73;3;6;1.8;0.529;0.069;0.0;0;0;0;0
"T9005841";"C100474";60.84;2;2;37.7;0.254;0.487;0.0;0;0;0;0
"T9005130";"C100477";113.29;0;2;13.3;0.256;0.475;0.063;0;0;0;0
"T9010221";"C100481";53.13;0;2;13.7;0.394;0.479;0.555;0;0;0;0
"T9056015";"C100488";16.49;0;0;78.9;0.471;0.271;0.0;0;0;0;0
"T9058343";"C100492";77.91;0;3;34.3;0.464;0.176;0.0;0;0;0;0
"T9043818";"C100499";72.38;1;3;2.0;0.224;0.216;0.0;0;0;0;0
"T9044389";"C100502";30.98;0;1;43.6;0.096;0.155;0.0;0;0;0;0
"T9009024";"C100504";6.58;0;1;9.9;0.194;0.111;0.0;0;0;0;0
"T9060493";"C100510";47.0;2;4;0.4;0.538;0.07;0.0;0;0;0;0
"T9039647";"C100512";6.16;0;1;27.6;0.136;0.475;0.0;0;0;0;0
"T9042022";"C100513";104.91;1;2;11.9;0.353;0.121;0.06;0;0;0;0
"T9053694";"C100514";48.06;2;4;3.2;0.384;0.232;0.079;0;0;0;0
"T9016276";"C100515";20.51;0;4;50.4;0.058;0.206;0.447;0;0;0;0
"T9037969";"C100519";91.67;0;1;15.2;0.69;0.075;0.089;0;0;0;0
"T9057614";"C100520";403.72;1;2;6.8;0.218;0.528;0.019;0;0;0;0
"T9063385";"C100523";4.58;0;5;30.3;0.279;0.121;0.0;0;0;0;0
"T9008550";"C100524";17.02;0;4;4.0;0.146;0.234;0.0;0;0;0;0
"T9061756";"C100525";163.81;1;3;6.2;0.48;0.054;0.0;0;0;0;0
"T9009069";"C100526";7.67;0;2;0.6;0.407;0.259;0.285;0;0;0;0
"T9000701";"C100529";86.06;1;4;58.4;0.356;0.193;0.07;0;0;0;0
"T9015538";"C100536";30.51;2;7;48.0;0.212;0.632;0.356;0;0;0;0
"T9055441";"C100537";75.51;0;0;8.3;0.288;0.063;0.0;0;0;0;0
"T9009856";"C100539";12.08;0;2;8.3;0.14;0.162;0.0;0;0;0;0
"T9046895";"C100545";30.22;1;3;8.9;0.257;0.213;0.011;0;0;0;0
"T9050736";"C100552";86.42;0;2;6.2;0.278;0.686;0.219;0;0;0;0
"T9033219";"C100556";28.85;0;7;12.0;0.083;0.378;0.522;0;0;0;0
"T9021247";"C100559";65.47;1;2;22.6;0.256;0.513;0.0;0;0;0;0
"T9049735";"C100562";25.95;0;2;50.8;0.278;0.213;0.0;0;0;0;0
"T9054667";"C100563";20.98;2;3;0.7;0.047;0.225;0.0;0;0;0;0
"T9027010";"C100569";67.0;2;7;3.9;0.364;0.299;0.0;0;0;0;0
"T9025661";"C100571";32.5;2;3;6.0;0.414;0.397;0.021;0;0;0;0
"T9046282";"C100574";24.55;2;3;29.3;0.378;0.329;0.0;0;0;0;0
"T9008375";"C100580";30.85;4;7;22.8;0.322;0.078;0.0;0;0;0;0
"T9009366";"C100583";88.62;0;4;19.1;0.63;0.474;0.173;0;0;0;0
"T9039800";"C100588";42.19;5;7;48.2;0.254;0.451;0.527;0;0;0;0
"T9038026";"C100590";16.66;1;8;1.0;0.123;0.046;0.013;0;0;0;0
"T9058305";"C100591";776.05;0;3;13.0;0.071;0.521;0.147;0;0;0;0
"T9027951";"C100595";909.23;3;4;26.7;0.109;0.094;0.0;0;0;0;0
"T9060221";"C100600";65.9;1;5;2.8;0.298;0.337;0.0;0;0;0;0
"T9015476";"C100603";140.37;1;1;6.0;0.367;0.091;0.268;0;0;0;0
"T9035976";"C100606";253.51;1;2;3.1;0.024;0.251;0.0;0;0;0;0
"T9048488";"C100608";31.68;3;10;5716.2;0.094;0.269;0.0;0;0;1;0
"T9028838";"C100609";24.89;0;2;22.0;0.306;0.415;0.2;0;0;0;0
"T9044556";"C100614";49.17;0;1;38.6;0.252;0.053;0.029;0;0;0;0
"T9002436";"C100616";38.1;1;2;5.9;0.448;0.282;0.0;0;0;0;0
"T9004034";"C100623";36.69;0;1;17.7;0.155;0.39;0.0;0;0;0;0
"T9022801";"C100628";306.23;0;5;16.6;0.134;0.264;0.218;0;0;0;0
"T9044546";"C100634";47.74;1;1;27.4;0.345;0.291;0.053;0;0;0;0
"T9039228";"C100635";22.0;1;1;30.5;0.074;0.24;0.0;0;0;0;0
"T9014710";"C100638";19.8;1;2;430.5;0.018;0.171;0.0;0;0;0;0
"T9032434";"C100645";39.64;0;4;26.8;0.545;0.308;0.0;0;0;0;0
"T9054433";"C100646";46.75;1;3;28.0;0.513;0.213;0.0;0;0;0;0
"T9017479";"C100659";41.98;1;3;7.8;0.073;0.097;0.0;0;0;0;0
"T9032611";"C100661";28.49;0;2;2.2;0.377;0.162;0.153;0;0;0;0
"T9003624";"C100663";42.79;0;4;6655.8;0.659;0.315;0.0;0;0;1;1
"T9007499";"C100666";16.93;0;1;5.7;0.276;0.365;0.0;0;0;0;0
"T9063798";"C100667";89.03;1;7;27.6;0.665;0.148;0.0;0;0;0;0
"T9029285";"C100671";81.75;2;5;19.1;0.667;0.203;0.0;0;0;0;0
"T9011359";"C100673";183.9;1;1;1264.7;0.312;0.578;0.0;0;0;1;0
"T9040840";"C100675";87.59;0;1;19.7;0.139;0.109;0.0;0;0;0;0
"T9030260";"C100686";107.55;0;4;33.2;0.359;0.137;0.069;0;0;0;0
"T9044429";"C100688";21.69;3;5;15.1;0.19;0.083;0.077;0;0;0;0
"T9041746";"C100692";52.34;1;2;3.8;0.155;0.398;0.115;0;0;0;0
"T9039170";"C100698";18.35;1;6;41.0;0.066;0.561;0.0;0;0;0;0
"T9008913";"C100699";33.91;1;5;4.1;0.153;0.374;0.0;0;0;0;0
"T9024321";"C100704";59.52;2;2;6.4;0.585;0.074;0.014;0;0;0;0
"T9023381";"C100709";22.31;0;1;11.3;0.299;0.07;0.0;0;0;0;0
"T9056558";"C100713";28.85;1;4;10.3;0.206;0.377;0.0;0;0;0;0
"T9010941";"C100715";44.85;2;10;1695.2;0.11;0.583;0.379;0;0;1;1
"T9019848";"C100716";53.65;0;3;38.4;0.112;0.263;0.0;0;0;0;0
"T9031013";"C100717";15.24;0;1;1.3;0.582;0.175;0.0;0;0;0;0
"T9060203";"C100722";185.15;3;3;2714.8;0.36;0.155;0.202;0;0;1;0
"T9025233";"C100723";189.72;3;4;4.8;0.706;0.295;0.0;0;0;0;0
"T9004657";"C100726";70.3;0;2;19.9;0.254;0.12;0.256;0;0;0;0
"T9044182";"C100728";161.43;3;6;8.2;0.289;0.309;0.0;0;0;0;0
"T9018692";"C100732";179.83;1;4;2143.0;0.109;0.475;0.0;0;0;1;0
"T9038896";"C100738";118.06;0;1;25.9;0.326;0.286;0.13;0;0;0;0
"T9039166";"C100740";19.16;1;2;2526.9;0.127;0.528;0.0;0;0;1;0
"T9002885";"C100749";468.82;1;2;4057.3;0.085;0.193;0.291;0;0;1;0
"T9055036";"C100750";10.23;2;5;1.9;0.461;0.073;0.093;0;0;0;0
"T9064561";"C100753";103.46;0;6;13.4;0.312;0.121;0.0;0;0;0;0
"T9011753";"C100754";475.09;2;3;20.1;0.147;0.117;0.201;0;0;0;0
"T9010089";"C100760";54.96;0;2;1123.6;0.395;0.067;0.0;0;0;1;0
"T9049971";"C100762";25.04;0;4;2690.6;0.366;0.134;0.018;0;0;1;0
"T9045348";"C100766";93.02;4;5;5.2;0.157;0.168;0.0;0;0;0;0
"T9054695";"C100768";11.19;1;6;24.8;0.116;0.033;0.025;0;0;0;0
"T9009105";"C100769";58.98;2;4;9.3;0.401;0.053;0.0;0;0;0;1
"T9024864";"C100770";33.2;3;4;37.4;0.093;0.198;0.0;0;0;0;0
"T9063406";"C100774";68.25;0;5;27.0;0.315;0.181;0.173;0;0;0;0
"T9019334";"C100775";145.26;0;7;8.1;0.325;0.427;0.0;0;0;0;0
"T9006756";"C100778";70.7;1;4;2.8;0.084;0.114;0.062;0;0;0;0
"T9006484";"C100784";34.66;0;2;25.7;0.085;0.08;0.0;0;0;0;0
"T9059934";"C100791";23.87;1;4;2.7;0.342;0.397;0.029;0;0;0;0
"T9043839";"C100792";5.69;0;2;3655.4;0.311;0.241;0.268;0;0;1;0
"T9060176";"C100793";35.4;0;4;6.5;0.326;0.625;0.304;0;0;0;0
"T9001901";"C100795";125.76;2;6;0.3;0.541;0.071;0.043;0;0;0;0
"T9035876";"C100797";53.67;1;3;40.9;0.414;0.508;0.0;0;0;0;0
"T9022508";"C100804";13.27;1;3;15.6;0.241;0.286;0.0;0;0;0;0
"T9033886";"C100806";276.91;0;6;3.4;0.21;0.183;0.153;0;0;0;1
"T9058295";"C100813";73.4;2;5;101.5;0.314;0.143;0.078;0;0;0;0
"T9015506";"C100814";52.12;1;1;6.0;0.493;0.313;0.149;0;0;0;0
"T9042539";"C100815";135.95;1;4;12.9;0.675;0.094;0.0;0;0;0;0
"T9002780";"C100822";101.01;2;6;1.0;0.115;0.077;0.103;0;0;0;0
"T9029623";"C100823";11.72;1;6;5.5;0.109;0.091;0.0;0;0;0;0
"T9019732";"C100824";55.51;1;2;10.6;0.129;0.461;0.273;0;0;0;0
"T9026021";"C100825";41.79;0;4;1.8;0.441;0.16;0.0;0;0;0;0
"T9025633";"C100826";47.91;2;7;10.1;0.165;0.251;0.009;0;0;0;0
"T9043393";"C100827";126.68;1;3;17.7;0.128;0.113;0.162;0;0;0;0
"T9053098";"C100830";67.59;1;5;15.0;0.131;0.309;0.0;0;0;0;0
"T9042440";"C100832";9.26;3;3;49.6;0.115;0.483;0.394;0;0;0;0
"T9031997";"C100846";8.17;1;2;10.0;0.264;0.155;0.0;0;0;0;0
"T9049870";"C100849";179.67;1;5;3450.5;0.486;0.06;0.092;0;0;1;0
"T9025423";"C100851";105.79;2;3;15.7;0.173;0.145;0.0;0;0;0;0
"T9017168";"C100853";60.9;1;1;0.1;0.511;0.052;0.0;0;0;0;0
"T9035538";"C100854";89.26;1;1;1.2;0.204;0.291;0.0;0;0;0;0
"T9019469";"C100860";6.59;0;2;11.4;0.427;0.292;0.0;0;0;0;0
"T9040742";"C100863";105.72;4;4;36.0;0.603;0.359;0.0;0;0;0;0
"T9050024";"C100870";83.06;1;4;6.1;0.588;0.618;0.0;0;0;0;0
"T9022591";"C100872";29.73;0;2;800.4;0.124;0.39;0.0;0;0;1;0
"T9040855";"C100876";10.0;2;3;48.9;0.461;0.174;0.0;0;0;0;0
"T9064890";"C100878";295.46;0;4;9.9;0.193;0.425;0.0;0;0;0;0
"T9031861";"C100884";37.25;2;9;3006.5;0.333;0.079;0.07;0;0;1;0
"T9040679";"C100885";95.87;1;2;27.4;0.127;0.442;0.189;0;0;0;0
"T9029073";"C100886";10.69;2;8;26.9;0.196;0.365;0.052;0;0;0;0
"T9053194";"C100892";63.66;1;3;11.8;0.135;0.071;0.05;0;0;0;0
"T9014637";"C100894";16.83;4;5;5.0;0.287;0.302;0.0;0;0;0;0
"T9032218";"C100895";327.13;1;3;39.1;0.173;0.109;0.0;0;0;0;0
"T9017317";"C100899";122.82;1;2;8.2;0.432;0.218;0.0;0;0;0;0
"T9006875";"C100901";80.88;1;5;5.5;0.309;0.191;0.0;0;0;0;0
"T9041460";"C100902";214.37;1;2;41.3;0.413;0.136;0.063;0;0;0;0
"T9039036";"C100906";29.13;1;4;11.6;0.467;0.137;0.101;0;0;0;0
"T9039839";"C100913";144.04;1;2;4649.8;0.633;0.012;0.334;0;0;1;0
"T9026830";"C100914";114.58;3;7;12.6;0.52;0.487;0.351;0;0;0;0
"T9005771";"C100917";14.96;1;2;32.7;0.286;0.475;0.095;0;0;0;0
"T9023961";"C100918";24.81;2;7;19.8;0.299;0.561;0.0;0;0;0;0
"T9004105";"C100919";56.22;1;2;45.1;0.524;0.374;0.0;0;0;0;0
"T9019200";"C100920";15.53;1;4;47.9;0.122;0.261;0.07;0;0;0;0
"T9041423";"C100922";57.68;0;1;6.6;0.311;0.23;0.075;0;0;0;0
"T9063332";"C100924";13.2;0;3;3.0;0.43;0.074;0.0;0;0;0;0
"T9004230";"C100928";135.11;1;5;623.1;0.181;0.271;0.0;0;0;1;0
"T9044880";"C100933";61.57;2;2;11.0;0.09;0.377;0.082;0;0;0;0
"T9020220";"C100934";78.2;0;2;10.6;0.222;0.163;0.041;0;0;0;0
"T9023727";"C100935";5.31;0;1;35.2;0.257;0.583;0.048;0;0;0;0
"T9057330";"C100936";17.2;1;3;38.8;0.245;0.263;0.305;0;0;0;0
"T9026242";"C100938";154.94;1;2;31.7;0.125;0.024;0.038;0;0;0;0
"T9036314";"C100939";307.14;0;4;42.1;0.375;0.216;0.262;0;0;0;0
"T9024046";"C100943";27.15;3;8;3.1;0.342;0.295;0.021;0;0;0;0
"T9048034";"C100946";112.31;0;5;27.3;0.441;0.12;0.125;0;0;0;0
"T9048718";"C100950";35.09;1;3;15.9;0.499;0.07;0.099;0;0;0;0
"T9036514";"C100951";54.9;1;3;0.9;0.377;0.567;0.026;0;0;0;0
"T9008140";"C100953";40.56;4;5;23.3;0.306;0.121;0.0;0;0;0;0
"T9026977";"C100954";212.26;2;3;22.6;0.132;0.232;0.0;0;0;0;0
"T9043069";"C100955";4.57;0;3;42.3;0.357;0.206;0.089;0;0;0;0
"T9063661";"C100956";137.76;4;6;47.4;0.261;0.443;0.0;0;0;0;0
"T9042834";"C100959";36.29;1;6;6.6;0.22;0.075;0.0;0;0;0;0
"T9015961";"C100963";169.05;0;2;31.4;0.252;0.121;0.137;0;0;0;0
"T9023326";"C100966";36.42;2;2;10.5;0.495;0.259;0.302;0;0;0;0
"T9050604";"C100971";14.0;1;5;12.0;0.04;0.097;0.0;0;0;0;0
"T9000474";"C100974";134.61;1;4;27.9;0.281;0.117;0.219;0;0;0;0
"T9009035";"C100975";25.64;1;1;43.5;0.428;0.068;0.0;0;0;0;0
"T9028631";"C100980";82.73;2;5;8.0;0.349;0.067;0.0;0;0;0;0
"T9026803";"C100983";24.36;0;4;1.1;0.13;0.147;0.008;0;0;0;0
"T9021216";"C100984";9.2;1;6;35.9;0.202;0.201;0.056;0;0;0;0
"T9061208";"C100987";195.49;3;4;1894.8;0.124;0.354;0.496;0;0;1;0
"T9041001";"C100988";151.17;0;3;7.4;0.346;0.033;0.047;0;0;0;0
"T9058876";"C100989";74.61;5;7;12.8;0.518;0.053;0.204;0;0;0;0
"T9004976";"C100991";52.64;2;3;1.0;0.142;0.319;0.0;0;0;0;0
"T9010290";"C100992";143.06;1;5;50.9;0.391;0.686;0.0;0;0;0;0
"T9031931";"C100995";179.37;2;2;28.9;0.128;0.427;0.0;0;0;0;0
"T9004032";"C101007";56.64;1;1;2.0;0.302;0.332;0.137;0;0;0;0
"T9060346";"C101012";750.53;1;3;9.6;0.308;0.241;0.0;0;0;0;0
"T9000280";"C101015";34.41;0;1;45.4;0.315;0.071;0.0;0;0;0;0
"T9002909";"C101016";95.03;0;1;10.5;0.465;0.176;0.0;0;0;0;0
"T9059724";"C101021";565.15;0;0;45.8;0.041;0.078;0.0;0;0;0;0
"T9037095";"C101028";62.69;0;4;17.0;0.399;0.451;0.0;0;0;0;0
"T9041056";"C101040";136.05;2;2;3.8;0.365;0.337;0.41;0;0;0;0
"T9057994";"C101045";21.54;2;4;28.0;0.103;0.16;0.0;0;0;0;0
"T9006913";"C101050";74.27;0;3;45.3;0.163;0.309;0.396;0;0;0;0
"T9021647";"C101059";65.07;0;4;12.7;0.088;0.673;0.0;0;0;0;0
"T9033670";"C101060";58.93;3;8;1.1;0.187;0.058;0.0;0;0;0;0
"T9039903";"C101062";114.82;0;3;10.6;0.139;0.341;0.0;0;0;0;0
"T9040017";"C101063";35.31;1;1;22.8;0.365;0.39;0.0;0;0;0;0
"T9057274";"C101065";41.44;3;5;15.4;0.075;0.609;0.0;0;0;0;1
"T9028971";"C101066";32.2;1;2;8.0;0.112;0.155;0.0;0;0;0;0
"T9047744";"C101069";33.71;2;4;1.9;0.17;0.06;0.0;0;0;0;0
"T9028759";"C101076";7.08;1;3;1025.5;0.297;0.163;0.0;0;0;1;1
"T9060148";"C101077";11.18;0;2;34.9;0.038;0.612;0.0;0;0;0;1
"T9001791";"C101081";33.97;1;2;12.0;0.595;0.247;0.0;0;0;0;0
